,username,description,location,text,hashtags
68,WSWMUC,#DigitalTransformation in #Industry & #Automotive | #CustomerExperience | #CX | Associate Partner @IBM_iX | views=mine | Imprint https://t.co/8uN5k2TPze,MUC | EU | WWW,"Chip undersupply to last until 2024, says @Volkswagen CFO

💡 Although bottlenecks would likely begin to ease towards the end of this year, with production returning to 2019 levels next year. 

#semiconductor #automotive #supplychain 
@vw @vwgroup
https://t.co/4DZYqMeUSr https://t.co/ocdNYBZ7GK","['semiconductor', 'automotive', 'supplychain']"
69,StellaYeahilike,"Enjoy cooking,love music and songs. Like to admire beautiful flowers and nature",Singapore,"Stay tuned.
@tabrizazma_co 
.
.
.
#electronics #electronic #semiconductors #semiconductor #tabrizazma #supply #electronicsengineering #supplychain #chips #ups #upssystems #upsonline #electric #powerdistribution #power https://t.co/NRCMBD2fAG","['electronics', 'electronic', 'semiconductors', 'semiconductor', 'tabrizazma', 'supply']"
70,booly_supply,Amplifying #procurement & #supplychain content. We use AI to detect procurement fraud and financial crime. $420M in business fraud prevented so far 🚀,"London, United Kingdom","Stay tuned.
@tabrizazma_co 
.
.
.
#electronics #electronic #semiconductors #semiconductor #tabrizazma #supply #electronicsengineering #supplychain #chips #ups #upssystems #upsonline #electric #powerdistribution #power https://t.co/NRCMBD2fAG","['electronics', 'electronic', 'semiconductors', 'semiconductor', 'tabrizazma', 'supply']"
71,tabrizazma_co,"CEO of the #Santal Holding.
TabrizAzma co. is engaged in R&D, Designing and manufacturing special ""Electronic boards and smart multi tariff electricity meters"".","12, North Fershte, Tabriz/Iran","Stay tuned.
@tabrizazma_co 
.
.
.
#electronics #electronic #semiconductors #semiconductor #tabrizazma #supply #electronicsengineering #supplychain #chips #ups #upssystems #upsonline #electric #powerdistribution #power https://t.co/NRCMBD2fAG","['electronics', 'electronic', 'semiconductors', 'semiconductor', 'tabrizazma', 'supply', 'electronicsengineering', 'supplychain', 'chips', 'ups', 'upssystems', 'upsonline', 'electric', 'powerdistribution', 'power']"
72,Yuni192023,,"Florida, USA","'This is just the beginning,' Biden says as Intel plans $20 billion semiconductor complex in Ohio amid chip shortage. (USA Today) #Technology #Manufacturing #SupplyChain https://t.co/PE9yZbZNQP https://t.co/qBcLPbrChZ",[]
73,robert_kroupa,"Snake Charmer,

Cage Fighter, 

Democrat","Oregon, USA","'This is just the beginning,' Biden says as Intel plans $20 billion semiconductor complex in Ohio amid chip shortage. (USA Today) #Technology #Manufacturing #SupplyChain https://t.co/PE9yZbZNQP https://t.co/qBcLPbrChZ",[]
74,booly_supply,Amplifying #procurement & #supplychain content. We use AI to detect procurement fraud and financial crime. $420M in business fraud prevented so far 🚀,"London, United Kingdom","'This is just the beginning,' Biden says as Intel plans $20 billion semiconductor complex in Ohio amid chip shortage. (USA Today) #Technology #Manufacturing #SupplyChain https://t.co/PE9yZbZNQP https://t.co/qBcLPbrChZ",[]
75,jamesvgingerich,"#ChangeAgent following #DigitalTransformation, #InsurTech. @Expeflow helping IMEs and Insurance firms automate their #Claims workflow to become more productive.","Waterloo, Ontario Canada","'This is just the beginning,' Biden says as Intel plans $20 billion semiconductor complex in Ohio amid chip shortage. (USA Today) #Technology #Manufacturing #SupplyChain https://t.co/PE9yZbZNQP https://t.co/qBcLPbrChZ","['Technology', 'Manufacturing', 'SupplyChain']"
76,booly_supply,Amplifying #procurement & #supplychain content. We use AI to detect procurement fraud and financial crime. $420M in business fraud prevented so far 🚀,"London, United Kingdom","Semiconductor Manufacturing Further Threatened By Supply Chain Issues As PFAS Enters Short Supply 

$MMM

#semiconductors #manufacturing #supplychain #ESG 

https://t.co/0oRZoTSfu4 via @TheDeepDive_ca",[]
77,jimrockfordatSH,"Idea agnostic micro/jr mkt player. #TSXV #CSE..What I Tweet about, I know about. #fintech #tech #mining #energy #ESG #EV #solar #media...Not advice. Do your DD.",,"Semiconductor Manufacturing Further Threatened By Supply Chain Issues As PFAS Enters Short Supply 

$MMM

#semiconductors #manufacturing #supplychain #ESG 

https://t.co/0oRZoTSfu4 via @TheDeepDive_ca",[]
78,booly_supply,Amplifying #procurement & #supplychain content. We use AI to detect procurement fraud and financial crime. $420M in business fraud prevented so far 🚀,"London, United Kingdom",Do you need a scalable #semiconductor management solution that can support your global semiconductor #supplychain? Check out Tensoft SemiOps! https://t.co/CH7QGwatnk https://t.co/noWH1Bj9zJ,"['semiconductor', 'supplychain']"
79,TensoftInc,Business software for tech companies #ERP #supplychain #revrec #semiconductor #IoT #PowerBI #revenuerecognition #MSDyn365 #Financials #postmodernerp #AI,"Silicon Valley, CA",Do you need a scalable #semiconductor management solution that can support your global semiconductor #supplychain? Check out Tensoft SemiOps! https://t.co/CH7QGwatnk https://t.co/noWH1Bj9zJ,"['semiconductor', 'supplychain']"
80,TheDeepDive_ca,"Diving deep for investors on the Canadian markets, focused on #cannabis #tech #preciousmetals #mining + more.

Not a recommendation to buy or sell securities.","Sedar, probably","Semiconductor Manufacturing Further Threatened By Supply Chain Issues As PFAS Enters Short Supply 

$MMM

#semiconductors #manufacturing #supplychain #ESG 

https://t.co/0oRZoTSfu4 via @TheDeepDive_ca","['semiconductors', 'manufacturing', 'supplychain', 'ESG']"
81,RealBGK,"I am my brother's keeper.
Finance law.Serial enterprenuer.Fintech.DeFi. Blockchain.DAOs.Web3.Crypto network enthusiast.Proptech.Nature, Animals 🐶🐼🐾",,Is $SOXS the canary in the coal mine? Read the latest Xchange https://t.co/D2ZU4XIDPG about $SOXS $SOXL #KnowTheRisks #CharlesSchwab #Fidelity #RobbinHoodApp #supplychain #inflation #semiconductors https://t.co/xbHEnaRqaW,['KnowTheRisks']
82,vanprobsolution,"Vanprob Solutions works into field of Research, Manufacturing, Marketing & Commerce; with allies in India, USA, UK, Korea, Sweden, Australia, Japan, etc.","Mumbai, India",Is $SOXS the canary in the coal mine? Read the latest Xchange https://t.co/D2ZU4XIDPG about $SOXS $SOXL #KnowTheRisks #CharlesSchwab #Fidelity #RobbinHoodApp #supplychain #inflation #semiconductors https://t.co/xbHEnaRqaW,['KnowTheRisks']
83,3Xtraders,"Market analyst, blogger, owner of https://t.co/DYNnJYUMDM HOF Author @ https://t.co/dgykzhBoUo Public Charts Link: https://t.co/fNYQYCTNw5",Chicago burbs,Is $SOXS the canary in the coal mine? Read the latest Xchange https://t.co/D2ZU4XIDPG about $SOXS $SOXL #KnowTheRisks #CharlesSchwab #Fidelity #RobbinHoodApp #supplychain #inflation #semiconductors https://t.co/xbHEnaRqaW,['KnowTheRisks']
84,booly_supply,Amplifying #procurement & #supplychain content. We use AI to detect procurement fraud and financial crime. $420M in business fraud prevented so far 🚀,"London, United Kingdom",Is $SOXS the canary in the coal mine? Read the latest Xchange https://t.co/D2ZU4XIDPG about $SOXS $SOXL #KnowTheRisks #CharlesSchwab #Fidelity #RobbinHoodApp #supplychain #inflation #semiconductors https://t.co/xbHEnaRqaW,['KnowTheRisks']
85,DirexionLETFs,"Official Leveraged #ETF education and latest info on Direxion products and events https://t.co/PIX2iQH9ki…
https://t.co/Ty1gLlhC3Y","New York, NY",Is $SOXS the canary in the coal mine? Read the latest Xchange https://t.co/D2ZU4XIDPG about $SOXS $SOXL #KnowTheRisks #CharlesSchwab #Fidelity #RobbinHoodApp #supplychain #inflation #semiconductors https://t.co/xbHEnaRqaW,"['KnowTheRisks', 'CharlesSchwab', 'Fidelity', 'RobbinHoodApp', 'supplychain', 'inflation', 'semiconductors']"
86,booly_supply,Amplifying #procurement & #supplychain content. We use AI to detect procurement fraud and financial crime. $420M in business fraud prevented so far 🚀,"London, United Kingdom","Leaders in the House are readying bicameral talks to arrive at a bill likely to propose more than $50 billion for production of semiconductor chips. @eugenemulero has details. #technology #manufacturing #supplychain 
https://t.co/qSjFKTJ6WT",[]
87,TransportTopics,The Newspaper of Trucking and Freight Transportation,,"Leaders in the House are readying bicameral talks to arrive at a bill likely to propose more than $50 billion for production of semiconductor chips. @eugenemulero has details. #technology #manufacturing #supplychain 
https://t.co/qSjFKTJ6WT","['technology', 'manufacturing', 'supplychain']"
88,SunceMore1,"Earth admirer🌱
Sustainable Peace is our Reality🌳",,"Join #GSEF2022, which will bring together the end-to-end value chain in #semiconductors, automotive, telecommunication, consumer electronics and design #supplychain. 

27th - 28th October, 2022 🗓️ San Francisco, California 
Register now! ➡️ https://t.co/Dpp9V445FJ https://t.co/TGSEODZpzn","['GSEF2022', 'semiconductors']"
89,booly_supply,Amplifying #procurement & #supplychain content. We use AI to detect procurement fraud and financial crime. $420M in business fraud prevented so far 🚀,"London, United Kingdom","Join #GSEF2022, which will bring together the end-to-end value chain in #semiconductors, automotive, telecommunication, consumer electronics and design #supplychain. 

27th - 28th October, 2022 🗓️ San Francisco, California 
Register now! ➡️ https://t.co/Dpp9V445FJ https://t.co/TGSEODZpzn","['GSEF2022', 'semiconductors']"
90,GSEF100,Global Semiconductor and Electronics Forum (GSEF) brings together the end to end value chain in semiconductors and consumer electronics.,,"Join #GSEF2022, which will bring together the end-to-end value chain in #semiconductors, automotive, telecommunication, consumer electronics and design #supplychain. 

27th - 28th October, 2022 🗓️ San Francisco, California 
Register now! ➡️ https://t.co/Dpp9V445FJ https://t.co/TGSEODZpzn","['GSEF2022', 'semiconductors', 'supplychain']"
91,_abu_jubayer__,﷼إِنَّ هذَا الْقُرْآنَ يَهْدِي لِلَّتِي هِيَ أَقْوَمُ﷼معنی را می‌رساند كه در مذاهب و اديان موجود اقوام ديگر، اين استقامت و عدالت وجود دارد ولی در قرآن﷼,#JoinTheFlock,"A whole-of-nation approach for a more innovation-focused U.S. #semiconductor industry and #SupplyChain?

Intel will join @MicronTech, @ADI_News and @MITREengenuity to accelerate semiconductor #research, development and prototyping. https://t.co/o2bsTYQcfX","['semiconductor', 'SupplyChain']"
92,pmi_ltd,We connect business leaders and help them make the best-informed decisions,London,"Join #GSEF2022, which will bring together the end-to-end value chain in #semiconductors, automotive, telecommunication, consumer electronics and design #supplychain. 

27th - 28th October, 2022 🗓️ San Francisco, California 
Register now! ➡️ https://t.co/IhJi2D0T44 https://t.co/HRjJjAU9iI","['GSEF2022', 'semiconductors', 'supplychain']"
