,username,description,location,text,hashtags
274,sbdoughty,,Twyford,It makes no geological sense for Russia to be attacking and supplying forces invading Ukraine via Belarus. They could go the other side of the Russian Upland and supply from Yergeni region of Russia. Very bad military planning by Putin.,[]
275,ToANewFuture,"My name is Paul Erickson, and I am here to help maintain democracy, keep #Trump down and out — We Will Win #Resist — thinking about a website","Berkeley, CA",With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
276,tavaparole,Trakas un ne tik trakas idejas parolēm. Sūti savus variantus uz tavaparole@gmail.com,"Riga, Latvia","Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
277,OldSassyDem,"☘️ 🌊 🌊🌊 Biden/Harris, Dem all the way 
Older than dirt - i.e. I've been around long enough to know some stuff
NO DMs - will block",,"@billybo08280404 @OneLove2003 Greed is one part of inflation - Russia invading Ukraine, pandemic, supply chain issues (recently made worse by Abbott), housing shortage, that's part of it. Because greed has increased does not mean it hasn't been happening, the word 'increased' says that, it means it got worse!",[]
278,Trinkerr_IN,"India's 1st social trading platform! Find India's best investors, get immediate notifications of their trades & replicate them in a single click. All for free!","Bengaluru, India","🚀WPI Inflation rose to a 4 month high of 14.55% in March.
🚀The primary rise is in the price of crude petroleum and natural gas, mineral oils, basic metals, and other commodities as a result of a disruption in the global supply chain caused by the Russia-Ukraine war.
#inflation",['inflation']
279,TelegraphWorld,The latest world news from the @Telegraph.,London,"🗺️ Global economies are once again in a dire position on the back of coronavirus, chaos in supply chains, surging prices and Russia’s invasion of Ukraine https://t.co/yCVB2GsqP4",[]
280,jp_dutch,"Social-liberal, loves culture, film, travel, people, #HumanRights, just politics, strong defence & a green 🌍. No one is entitled to his own facts! Idiots➡️mute",Netherlands,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
281,Amsteis,,,"@KyivIndependent On top of it, MANY Belarusians refuse to join Russia 🇷🇺 in this war. They destroy railroads used by Russians to supply the war and many become volunteers fighting for Ukraine 🇺🇦. They’re also fighting for their own freedom from Russia and its puppet Lukashenka. 🤍❤️🤍",[]
282,ndcarson,head of supply chain/ops for a fertilizer blender. food security is national security. i write about geopolitics and make populist hot takes in my free time.,"Tampa, FL","This is what frightens me. The disruptions to global agri-food supply chains because of 2 years of lockdowns and Russia’s invasion of Ukraine is catching up with humanity. 

Global food production will be down this year. Next year is when things get ugly. Real ugly. https://t.co/hYBYpoSOvD",[]
283,VGeldwolf,,,"Controlling as much of Ukraine as possible, is to get a vice-like grip on much of the worlds' food supply, since Russia was already a large supplier. Immense geostrategic value; and this is their one shot at capturing it.",[]
284,ira_joseph,Head of Global Generating Fuels & Electric Power Pricing,"New York, NY","Asia's #LNG market has been disrupted by the #Ukraine war at a time when supply was already tight.  In this #podcast, our experts @ericyep, Kenneth Foo and Jeffrey Moore talk about the way ahead for Asia's LNG market.
🎧https://t.co/rQTwlTr0z7
#ONGT #Russia #gas #China #India https://t.co/udfjTop8Za","['LNG', 'Ukraine', 'podcast']"
285,liggerz87,I like sport and playing football and I like to go skateboarding and playing drums,Bangor gwynedd,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
286,BasavarajVGoud7,,,@Reuters It is the strategy of US to weaken https://t.co/cQSMjCPJr8 has never tried to bring temporary ceasefire between Russia and https://t.co/pfTg5nlPKq must realise that mere arms and other ammunition supply only aggravates the current crisis and Ukraine shall be scapegoat.,[]
287,RobinSturges7,Love House Music and All sports .All Rants are my own . Better to be alive than a showroom dummy .#RaveOn.😎.,"South East, England",With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
288,ukskies,"GP / Médecin Généraliste.

Solidarity with Ukraine #StandWithUkraine",Europe,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
289,colvks,"राष्ट्रहित सर्वोपरि : Seva,Integrity, Respect:Veteran, National Defence Academy: UN Missions Electoral, Humanitarian, DDR: Intelligence & Security 西藏中国问题分析员","NJ, USA","Russia-Ukraine Conflict: Global Crisis Of Wheat Shortage. Good News: Baisakhi  brought cheer with bountiful, record production of wheat.Poses An Opportunity For India. Better quality foodgrain supply will get diverted to export market
https://t.co/7AB1z7P1MU via @swarajyamag",[]
290,FrankSowa1,"Comprehensive Anticipatory Design Scientist, R&D Data Tech, Strategist, Futurist, Researcher, Writer, frmr Knight-Ridder&Dix journalist, veteran, dad, #DemVoice","Pittsburgh Area, Midwest, USA","For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
291,himm7,"Mike, PhD

Proud dad of 2 amazing kids. Husband to a wife better than I deserve.  
Royals, Packers, Huskers, and Bearcats fan. 

Слава Україні

#MMIW","Nebraska, USA",With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
292,CatManDoo18,Ukraine Russia China Iran FACTS- Content Creator- Researcher- Ukraine Fact Checker. Current Event,Ukraine,"Aerial view of two #Russian supply trucks destroyed by the #Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/W7i06ErEOf","['Russian', 'Ukrainian', 'Russia', 'Ukraine']"
293,sanders_cindy,"Married, happy 2 grown boys and, my precious  rescue dog Ally Mae. 2 beautiful grand children.    I'm as blue as they come. I block all MAGAS /report. No Dm",United States,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
294,lobarmi,,"Lagos, Nigeria","For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
295,ItsMayakah,"International Relations🌎  Youth Leader// Mentor// Influencer. 

In God we Trust.   

#LetsUniteTheWorld

#Seeker",Global,Russian Defense Minister Sergey Shoigu states that the US and its allies' continued supply of weapons to Ukraine demonstrates their intention to fight until the last Ukrainian in the Russia- Ukraine conflict.,[]
296,lavar33,Only God can judge me!!!!,Columbia sc,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
297,agtmewlfy,"Europeista, Pro-Israel y en contra del populismo barato. 
🇮🇨🇪🇺🇺🇦🇮🇱🇱🇻🇮🇸","Las Palmas de Gran Canaria, Es","@KyivIndependent On top of it, MANY Belarusians refuse to join Russia 🇷🇺 in this war. They destroy railroads used by Russians to supply the war and many become volunteers fighting for Ukraine 🇺🇦. They’re also fighting for their own freedom from Russia and its puppet Lukashenka. 🤍❤️🤍",[]
298,PTGWroclaw,Oddział Wrocław to jedna z czternastu jednostek terenowych wchodzących w skład @PTGeo,"Wrocław, Poland","Falling oil prices mean pump prices should dip below $4 per gallon in the coming weeks—though the looming risk of further disruptions to Russian oil supply means the relief risks proving short lived, write Jason Bordoff and Meghan L. O’Sullivan.
https://t.co/YzTlXPkACQ",[]
299,realzaidzayn,"♦️Documenting #Russia's Invasion of #Ukraine
        👉Follow to get live updates on (🇺🇦Ukraine ~ 🇷🇺Russia and #Worldy🌍affairs)",,"Russian Defence Minister - The US intends to fight until the last Ukrainian 

♦️The US &amp; its allies' continued supply of weapons to Ukraine demonstrates their intention to fight until the last Ukrainian Russian - Says Defense Minister Sergey Shoigu 
#RT #Russia #Donbass #Ukraine https://t.co/OAOQYfwcLf","['RT', 'Russia', 'Donbass', 'Ukraine']"
300,AlanLuc28497169,,uk,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
301,AMD26068441,Former Hansard reporter. Walked out of the job after 35 years in 2020 when I couldn't stand the lies any more.,"Yass, New South Wales","For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
302,scotsandlit,"Here today, up and off to somewhere else tomorrow! Travel, change, interest, excitement! The whole world before you, and a horizon that's always changing!",,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
303,jan_forney,,,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
304,UKRWarSitRep,"Reposting verified media only about the Ukraine invasion by Putin.

Translating for English audience.",Ukraine,🇳🇱🇺🇦Netherlands intend to supply armored personnel carriers to Ukraine - Minister of Defense of the Netherlands #Ukraine #UkraineWar #Russia #UkraineInvasion,"['Ukraine', 'UkraineWar', 'Russia', 'UkraineInvasion']"
305,DjSappey,,"Australia, Melbourne","@RT_com's account has been withheld in Belgium, Austria, Bulgaria, Sweden, Croatia, Spain, Slovenia, Cyprus, Slovakia, Czech Republic, Romania, Portugal, Poland, Denmark, Netherlands, Estonia, Malta, Luxembourg, Finland, France, Lithuania, Germany, Greece, Latvia, Hungary, Italy, Ireland in response to a legal demand. Learn more.",[]
306,hampoyjampoy,"OFW lamang po na ayaw sa kurap gobyerno,adik sa kdrama,mahilig sa spoken word poetry,C&C Gen., Beatles,♟♟,pet ko 🐕🐠🕊.",,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
307,whatsmynameThom,#IStandWithUkraine# Believe in Science#Rescue an Animal #Adopt Don't Shop.. I Can't Stand🌊#TraitorTrump💩,,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
308,CynicalFatigue,Chess ;-),,"#Russia is attempting to learn from its early war supply and logistics issues as it prepares to launch a renewed offensive in #Ukraine, but is still grappling with the problems.

Report by @Starrlord89 

https://t.co/xj49lnvP6W",['Russia']
309,PacGeopolitics,"“Whoever controls the narrative, controls the people.”
― Abhijit Naskar","Port Moresby, PNG","The timing to label Russia as SSOT is interesting at the time when US &amp; #NATO supply of weapons into #Ukraine are being destroyed by #Russia. US may invoke SSOT Intl law against Russia for hindering NATO-Ukraine interest. Impossible, a weak argument! (4/5)","['NATO', 'Ukraine', 'Russia']"
310,UkraineOnGround,Retweeting the latest tweets from people reporting on the ground in Ukraine.,,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
311,darknes_lucifer,最高の能力と地位と寵愛を神から受けていた「天に昇り、最高の王座に就いて、 熾天使 達を支配してやろう。北の果てにある集会の山で議長になりたい。一番上の天に昇って、全能の神のようになってやろう。」明けの明星と宵の明星は、ペルシアの太陽崇拝でも、「松明を持つ双子」　　 [メギドの丘]は近い,地獄の地下深い穴底の底　元天上界の住民　主に許されば天上界,"Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
312,GlobalDefCorp,"Welcome to Global Defense Corp, your source for all things defense and aerospace industry. Follow us on Twitter, Facebook, Instagram and YouTube.",,"USA could use #Russian Forex reserve frozen in USA and supply Ukraine with A-10 Warthog. #Russia #Moscow #Putin  #Ukraine #Kyiv #UkraineWar #Europe #Germany #UK #Canada #USA #Australia #Poland #NATO @POTUS @SecDef @SecBlinken
#CNN #bbcnews #DWNews https://t.co/p37Sciq7wF","['Russian', 'Russia', 'Moscow', 'Putin']"
313,ArgusMedia,"Argus produces price assessments, analysis of global energy and other commodity markets; and offers bespoke consulting services and industry-leading conferences",Global (HQ in London) ,"🎙️ 🌍 🛢️ Nicola de Sanctis and James Gooder, both of Argus, discuss how the disruptions to and redirections of Russian supply are affecting that other great #crudeoil swing producing region — #WestAfrica. 

Listen now: https://t.co/XVDunyLsUa

#ArgusOil #OOTT https://t.co/H9gP02GRNt","['crudeoil', 'WestAfrica', 'ArgusOil', 'OOTT']"
314,623a1c007b7e4c2,"Follower of Jesus Chirst➕
PhD girl of Psychological
Interested in politics","Belfast, Northern Ireland",With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
315,AnTaiwanese,"#baudetstaatsvijand
VOLT
atheist
18yrs into my life sentence.
Centrist
all economic systems are equally shit.
Urk disrespecter.
DM's open
I follow back",the pope's ballsack,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
316,Y9CLnG6Geutlrq9,SRPG Studio買いました。 ゆっくりとゲームを作っていきます。 よろしくお願いします。 ゲームタイトル『King Slayer』,,"Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
317,BSBonner,"American, former Kyiv Post executive director/chief editor, living in Ukraine. Email: bribonner@gmail.com. Also: https://t.co/VSKQL3d4Hj","Kyiv, Ukraine",With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
318,ferozwala,W pirsarwarras,E,"The #US intends to fight until the last Ukrainian — Shoigu

Russian Defense Minister #SergeyShoigu states that the US &amp; its allies' continued supply of weapons to Ukraine demonstrates their intention to fight until the last Ukrainian 
#RT #Russia #Donbass #Ukraine https://t.co/KaujYWttK4","['US', 'SergeyShoigu', 'RT', 'Russia', 'Donbass', 'Ukraine']"
319,CanadaAicc,The Independent Packaging Assosciation,,"“Corrugated board for cardboard boxes is absolutely critical for the food and drinks supply chain.  The worry is that when we get into next year that there might be shortages....""

Read more https://t.co/KoNRepeAtw

#thefutureispaper #paperpackaging https://t.co/qrGfFHINWU","['thefutureispaper', 'paperpackaging']"
320,anaYRV,,,@BSBonner I couldn't agree more with you.All the warning signs have been there since 2014. Running around at the last minute looking to supply Ukraine with weapons. 8 years the world had in dealing with Russia and now in the last 8 weeks they try to do something. https://t.co/UuHemRZu5X,[]
321,nemesjs,Sentient existence in a life container,"Caparica, Portugal","For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
322,DANNYYY0172,#MH17,"Amsterdam, Netherlands","Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
323,chivellkar,,,"The slashed forecast is due to higher #food and #fuel costs on #supply disruptions.

#WorldBank #GlobalMarkets #Russia #Investors #RussiaUkraineWar #StocksInFocus #FuelPriceHike #Ukraine #MarketUpdate #CenturyFinancial https://t.co/K40Nz1AVsX","['food', 'fuel', 'supply', 'WorldBank', 'GlobalMarkets', 'Russia']"
324,Hanpeng7619,,"South Australia, Australia","⏰💣The CCP will attack Taiwan around May amid the Russia-Ukraine War!
🤢CCP has launched massive nucleic tests and lockdown cities across the country
🤢Planned decline in the production of basic commodities has brought about a serious global supply chain crisis‼️ https://t.co/EEejDYnon9",[]
325,bonyscribe,"#IStandWithUkraine 🇺🇦

Navy Vet. Stroke survivor. Former Postal Worker. Occasional hashtagger. 

#USA 🇺🇲
#GoBolts
#ИдиНахуйПутин",Banana Republic,"Sanctions Are Strangling Russia’s Weapons Supply Chain

'The good news for Ukraine is that sanctions are hurting Russia’s arms suppliers. The bad news is the effects aren’t immediate, for the most part.' 

https://t.co/8mlECH3zS7",[]
326,virgiliocorrado,,the lightbulb moment centre,The Ukrainian Canadian Congress is calling on Canada to supply Ukraine with heavy weapons now that Russia has reportedly begun a ground offensive to take control of the country's east. https://t.co/OKoFOgSL04,[]
327,FremantleForum,Fremantle community striving for a better city,"Fremantle, Perth (WA)","Before covid &amp; the Ukraine Russian war Germany, the EU powerhouse economy was in trouble.
🇩🇪 is on track to spend a trillion 💶 by 2030. Still lack of affordable reliable energy is their problem. Their reliance on Russia energy will cripple their economy

https://t.co/rundHSSTSO https://t.co/iKO6mABsPy",[]
328,hrnext,"thoughts on leadership , management,cricket, food , and gadgets. startups , product managers , engineers ,",Pali Hill,"The longer the war goes on , the more worrisome it is for Ukraine . Russia would continue to manufacture mortars and rockets and Ukraine will see heavy depletion of its arms . The West which wants to supply has its own supply chain issues .",[]
329,GlobalDefCorp,"Welcome to Global Defense Corp, your source for all things defense and aerospace industry. Follow us on Twitter, Facebook, Instagram and YouTube.",,"USA could use #Russian Forex reserve frozen in USA and supply Ukraine with A-10 Warthog. #Russia #Moscow #Putin  #Ukraine #Kyiv #UkraineWar #Europe #Germany #UK #Canada #USA #Australia #Poland #NATO @POTUS @SecDef @SecBlinken
#CNN #bbcnews #DWNews https://t.co/p37Sciq7wF","['Russian', 'Russia', 'Moscow', 'Putin', 'Ukraine', 'Kyiv', 'UkraineWar', 'Europe', 'Germany', 'UK', 'Canada', 'USA', 'Australia', 'Poland', 'NATO', 'CNN', 'bbcnews', 'DWNews']"
330,Benk48546184,,,"Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
331,adi_thatipalli,"Cybersecurity Eng | Intrested in Startups,Business, Crypto, Web3| Tweet on Interested stuff  | Failed Shitposter","Bengaluru, India","Russia &amp; Ukraine, account for 30% of global wheat exports and 80% of global sunflower exports, acc to the FAO. 

With the war in Ukraine and sanctions against Russia, supply chains for the commodities have been disrupted, driving prices up and contributing to consumer inflation",[]
332,Ams030807,"Radiating positive vibes... ;) Data analyst turned radiographer, Sci-Fi, Fin,Tech. RTs/Likes ≠ endorsements.
If you trade freedom for safety you’ll get neither",London,"@hammer_mo @romfordgeeza @Urrff @GoodwinMJ https://t.co/gC1ctyL80c
They (30,000) can still enter as harvest pickers for 6 months = control. Just like the non-EU trade benefits/rises the pool available has grown (supply &amp; demand).
If Ukrainians can't come UK has more options, Commonwealth countries should be prioritised. https://t.co/4K2RKvQK4L",[]
333,evanhb100,,"New York, USA","@StrangerThnRedz @Aaronal16 @Rebel44CZ @oryxspioenkop Israel knows the Russian invasion and tactics are wrong, if not evil. But Russia’s leverage on Israel is strong. If Russia wasn’t in Syria and Russia didn’t have certain parts of control over Iran’s nuclear program, then Israel would supply Ukraine with plenty of weapons.",[]
334,KASDad,"1st worked on Wall St in '65. Recovering sec. lawyer. Trading 4 a living 41 yrs. ""Buy/Sell them when you can, not when you have to.""",,The Ukraine Was was merely the final straw. Rising costs and supply chain issues had prices headed substantially higher before Russia's invasion. We tend to only remember the last mover though. https://t.co/dFbRe6a3nv,[]
335,cathiew632,"A new eggie in my oldbaggy age!

All fear is fear of death. Be fearless! 

❤️ Love is the answer...what's the question?","Randburg, South Africa","#Russia is attempting to learn from its early war supply and logistics issues as it prepares to launch a renewed offensive in #Ukraine, but is still grappling with the problems.

Report by @Starrlord89 

https://t.co/xj49lnvP6W",['Russia']
336,pdjack1907,"Entertainment Science & Technology News Politics DnD Eberron Twitch

Slava Ukraini!","Upwood, England","@Dusec82 @jon96179496 @Romka_Gold That doesn't explain why the ship was in striking distance of weapons Russia knew Ukraine had. Russian military has shown itself to be completely disorganised and their intelligence is severely lacking, not to mention the shambles of their supply chain. 1/2",[]
337,CBCToronto,"Your source for GTA breaking, investigative & community news. 
E-mail: torontotips@cbc.ca 
IG: https://t.co/nJYIlnRijS 
FB: https://t.co/LbqTeVgP5f",Toronto,The Ukrainian Canadian Congress is calling on Canada to supply Ukraine with heavy weapons now that Russia has reportedly begun a ground offensive to take control of the country's east. https://t.co/OKoFOgSL04,[]
338,xavier__delmas,Investisseur indépendant. Précédemment trader (BNPParibas Equity Derivatives Paris/Londres) puis manager (HSBC Private Bank Suisse),,"Peace talks are going very well

https://t.co/fmwVuHRIva",[]
339,haugen_cammy,Living life knowing full well that everything is temporary. ✌💚💛🤠,"East Grand Forks,  Mn ","Aid workers carry bottled water to a humanitarian center in Odesa on Monday. 

The water will be sent to the neighboring city of Mykolaiv, which is without central water supply. 

https://t.co/xAareh1AOz

📷 Oleksandr Gimanov / AFP https://t.co/XUWUkDbFNF",[]
340,geostoe,"Husband & father, industrial automation networks specialist, high-tech nerd, bass player and singer, Catholic lay Catechist. My Twitter motivation: Eph 4,29-32","Vienna, Austria, Europe",Russia's abhorrent war of annihilation against Ukraine requires all EU countries to supply any available assistance - humanitarian and military - to the defenders. Anything short of such full support is ignoring basic human decency (and also our own interests). Stop hesitating!!,[]
341,Jerusalem_Post,Israel & world news from the Jewish state's leading website and best-selling English news source. | Get the JPost newsletter https://t.co/2K4RCfBppj 📩,Israel,"#Russia is attempting to learn from its early war supply and logistics issues as it prepares to launch a renewed offensive in #Ukraine, but is still grappling with the problems.

Report by @Starrlord89 

https://t.co/xj49lnvP6W","['Russia', 'Ukraine']"
342,JoaniSparkles,I'm effin terrified. Boston sports FANactic! Muggle. Retweets don't = likes. #Resist  #MeToo #ANTIFA  NO DM'S! That's all folks!,MassHole,"Sanctions Are Strangling Russia’s Weapons Supply Chain

'The good news for Ukraine is that sanctions are hurting Russia’s arms suppliers. The bad news is the effects aren’t immediate, for the most part.' 

https://t.co/8mlECH3zS7",[]
343,GreenMonsterah,"This is a PERSONAL ACCOUNT.  Nothing you see here may be attributable to whatever it is I may do, wherever it is I may do it.  Not investment advice!  #MSOGang",,#Corn hits $8 a Bushel for 1st time since 2012 on supply woes. The global outlook for corn supplies has taken a hit as #Russia’s invasion of Ukraine disrupts farming and trade flows in a region responsible for about a fifth of exports. https://t.co/ox54zHzubp https://t.co/nWKOrC3a5r,['Corn']
344,ndcarson,head of supply chain/ops for a fertilizer blender. food security is national security. i write about geopolitics and make populist hot takes in my free time.,"Tampa, FL",More people may die of famine than of COVID this decade because of the lockdown generated supply chain shocks and Russia’s invasion of Ukraine. https://t.co/eBm1x3wZem,[]
345,RenataLenkiewi1,Lek.stom. Wykładowca uniwersytecki WUM,"Warszawa, Polska",With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/AbFK6bKWcM,[]
346,RealPhatsBlog,"Breaking News, News, Music, Sports, Politics, Living, Interest, Relationship information, Entertainment, Business and more. World News with a unique perspective",North America,"India assesses impact on defence supply amid Russia war 
#AsiaPacific
#China
#XiJinping
#India
#NarendraModi
#Himalayas
#Tibet
#GalwanValley
#LadakhRegion
#Kashmir
#ZhaoLijian
#IndoPacific
#Nepal
#Kathmandu
#Taiwan
https://t.co/LHOljRKrF2","['AsiaPacific', 'China', 'XiJinping', 'India', 'NarendraModi', 'Himalayas', 'Tibet', 'GalwanValley', 'LadakhRegion', 'Kashmir', 'ZhaoLijian', 'IndoPacific', 'Nepal', 'Kathmandu', 'Taiwan']"
347,lmcll,,,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
348,Iasen_Kostov,"C++ is to C as Lung Cancer is to Lung. (unknown author)
Java is, in many ways, C++ (Michael Feldman)
https://t.co/7sXxYl5Gkz…","Sofia, Bulgaria","Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
349,OilGasPvtEquity,,,"Asia's #LNG market has been disrupted by the #Ukraine war at a time when supply was already tight.  In this #podcast, our experts @ericyep, Kenneth Foo and Jeffrey Moore talk about the way ahead for Asia's LNG market.
🎧https://t.co/rQTwlTr0z7
#ONGT #Russia #gas #China #India https://t.co/udfjTop8Za","['LNG', 'Ukraine', 'podcast']"
350,Bassaces1,,,#Italy's Prime Minister Mario Draghi has announced the unanimous support of the Italian parliament for the supply of weapons to #Ukraine and the prospects of strengthening sanctions on #Russia. https://t.co/y1uIHrEMta,['Italy']
351,KiwiFunknuckle,Small flightless bird that lays one mother of an egg. #alboforpm,"Queensland, Australia","For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
352,1MarkMass,"Student of History, Sound Money Advocate, Freedom Maximalist, Financial Sovereignty, #Bitcoin$. Nationally Syndicated Radio Show on @iHeartradio,YouTube Show👇",Global,"Now that Russia appears to have taken over the entirety of Ukraine, they now also control 25% of the global wheat production.

In 2019, Russia and Ukraine together exported more than 25.4% of the world’s wheat supply. 

13/ https://t.co/R4RYqOnRuq",[]
353,Jon_Smi45,Self Thinker Not a Dem or Rep. Follow the science but remember statisticians (its a science) can make numbers/science do funny things.,USA,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
354,RuthFraga4,,,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
355,KStrick77,Official account of #notyourdad. I am a well trained expert and scientist on everything.,Your Mom’s,"@PrisonPlanet I’m not a mindless “stand with Ukraine” fool, but please explain how cost of living spikes do not fall directly on Putin and the moron leaders in Europe for allowing Russia to control their oil supply.",[]
356,rich_outlaw,"Strategic Debriefer, Interrogator, former SF, SF VN vet, DET-A Berlin, JAROC-B, SME for bot nets, RU non linear warfare, RU propaganda and  US alt right trolls","Berlin, Germany","Sanctions Are Strangling Russia’s Weapons Supply Chain

'The good news for Ukraine is that sanctions are hurting Russia’s arms suppliers. The bad news is the effects aren’t immediate, for the most part.' 

https://t.co/8mlECH3zS7",[]
357,Richie3Kelly,"Hey look, I'm just an observer. You can read all about it in my next report. If its really important I'll take your details and get back to you.",Just beyond the next point,"@Andy_Scollick What concerns me is Ukrainen forces are digging in or trying to go toe to toe against Russia military units. With both of these strategies Ukrainens will lose because Ukraine doesn't have the same quantity of equipment, or personnel, as the Russians

Knockout Russian supply lines",[]
358,david__dennison,this is my new FWITTER (Fake Twitter) account as I am a famous person / closeted lefty sharpening my resolve before I come out of the conservative closet.,"Los Angeles, CA","Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
359,CivMilAir,"Civil & military ✈ Rare/interesting aircraft, kitty pics, snark & more. @ADSBTweetBot 👍Feeder to FA, adsbexchange, FR24, RB24, 360radar, PP, adsbhub & others.",Worldwide 🌏,"Sanctions Are Strangling Russia’s Weapons Supply Chain

'The good news for Ukraine is that sanctions are hurting Russia’s arms suppliers. The bad news is the effects aren’t immediate, for the most part.' 

https://t.co/8mlECH3zS7",[]
360,VincentZephyr,"Traveller, self motivated, fitness enthusiast, avid reader, blessed with positive mind, a digital nomad & keeps third eye open.",In close harbour,"6. Excessive vehicle breakdown

https://t.co/4TIJay28WB.",[]
361,JohnSmi91244570,Life and the universe,,"@RT_com's account has been withheld in Belgium, Austria, Bulgaria, Sweden, Croatia, Spain, Slovenia, Cyprus, Slovakia, Czech Republic, Romania, Portugal, Poland, Denmark, Netherlands, Estonia, Malta, Luxembourg, Finland, France, Lithuania, Germany, Greece, Latvia, Hungary, Italy, Ireland in response to a legal demand. Learn more.",[]
362,PBouillon,"J'ai été, plus de 30 ans, journaliste et réalisateur (télévision) à Radio-Canada. J'aime la photographie, les livres anciens et les valeurs libérales.",Québec (QC). Canada.,"Bref, on peut armer l'Ukraine... With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/eWVojbTzFy",[]
363,papercats__,"any, idc • 20yo • pl/en • SONIC/skoki/genshin/persona/idk pfp: https://t.co/pmt8qBGx5I",,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
