,username,description,location,text,hashtags
130,Commerceof76,“Water American”! All things commerce and a voice of the common people to increase the chance that positive change sticks. RT ≠ Endorsement,,RT @WSJRisk: Taiwan worries about how vulnerable its undersea cables are to China as it watches Kyiv use the internet to rally international resistance to Russia. https://t.co/HZ3ZzNBWbh via @WSJ #Corrupt #Philly #Philadelphia #Philly #Corruption #Realestate #Hospital #Colleges…,"['Corrupt', 'Philly', 'Philadelphia', 'Philly', 'Corruption', 'Realestate', 'Hospital', 'Colleges']"
131,GallenJm,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
132,SarahLudford,"Londoner, Liberal, LSE grad, Legislator, ‘Lady’. Former MEP, LibDem peer in UK House of Lords",,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
133,LisaWan67946248,A cat lover,,"Washington is stirring tensions for political and strategic gain through weapons sales to Taiwan and talk of a visit to the island by high-ranking politicians, South China Morning Post reports #ChinainWorldPress https://t.co/JpcEnVjnxK",[]
134,Mellowy33053276,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
135,CorvoTCB,"Follow me for some funny shit, or not.. We all die. Thank you very much.

The best community on discord!
https://t.co/icsgJuiHS9

Twitch
https://t.co/GSfSCwOwKN",,"@Reuters That's not going to matter since china is already supporting them and refusing the sanctions due to their anti-west stance, which mark my words, will eventually lead to a similar situation in Taiwan and the west will be silent since we're not dealing with white people anymore.",[]
136,ThornieKate,🌻#FBPE 3.5% Retired College Lecturer Voted YES to EU 1975 -Betrayed- 40+yrs FOM & Citizenship gone devastated for Sons & 3 Grandsons!,New Forest,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
137,hardygreen1,"Author of ""The Company Town"" (Basic Books); catch up with his COVID-19 quarantine diary at https://t.co/YqL05SW4dZ",New York City,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
138,ALTheophilus,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
139,Dihorse37,,,@Aishalifett @RnaudBertrand US only wants to stop China's growth by pushing Taiwan to fight a proxy war. https://t.co/AMzcsFcOqC,[]
140,StubeStrong,Logistics Farming Bikes Crypto 🚚🌾🚲📱 #dotsama $DOT $KSM #Parachains2theMoon #bitcoin 😎🔥,Derby UK,"@nexta_tv @saint_rebel The question has to be asked what if? Ukraine falls to Russia, what’s the European &amp; global response and does this lead to China just taking Taiwan and whichever country it wants",[]
141,bitteryang31,"Western leaders do not know how to fight. They are so eager to get back to talking, the only thing they do know.  Garry Kasparov",USA,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
142,Andreas_Herdina,"Tyrolean EU citizen from Austria in Finland / half-Brit / Tiroler, österreichischer EU-Buerger in Finnland - my take on life, politics and responsibilities",Finland,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
143,CulikOf,"Senior Lecturer, University of Glasgow",,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
144,JackieRead,"Rebel, vocalist, empathiser, environmentalist, impatient, love laughing, wants an ecohouse & a small business with her southern Mediterranean hanger on!",South West France,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
145,TopTVCameraman,"Radio Presenter, Photographer, TV Cameraman, Author 
'Red Rum'
https://t.co/EYh2VRmCho
'Through the Viewfinder' https://t.co/RJv3fnHyyZ 'Bridges' https://t.co/8mSZ5lC8VC",London,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
146,KnittyMcPretty,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
147,tansell20,London emergency worker,"London, England",@JohnSimpsonNews China should have invaded same  time as Russia- Taiwan has gained from seeing effects in Ukraine of Russian invasion. Plus world learning how to de-couple.,[]
148,TW_Vancouver,👍The official Twitter account for Taipei Economic and Cultural Office in Vancouver🇹🇼🍁🇨🇦駐溫哥華台北經濟文化辦事處官方推特😊 Facebook: TECOVancouver,"Vancouver, British Columbia","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
149,Cedar50,"Welsh, retired. Brexit belongs, in its entirety, to Boris Johnson #ToryBrexit",Barnet.,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
150,NicolaCairnX,"Author 'The Money Gym' & 'Attract 3.0' | Speaker | Podcaster | #Bitcoin | ⚡ | Proud Ma | Love Garage, Jazz, Texas Hold'em & Greece",UK & Greece,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
151,VermisstPfarrer,Personal opinions of a nobody. Citizen of Nowhere. #FBPE,43°37′01″N 3°09′35″E,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
152,Liddokun,"Anti-CCP ≠ Anti-China. Kindness and compassion is paramount to a functioning society. There are no evil countries, only bad leaders and exploitative systems.",Adventureland (冒险岛),"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
153,rv_ing_tw,,RVing,"Russia's Ukraine invasion has revived fears in Taiwan and other countries over their internet connections, delivered via undersea cables, should China attack (Alastair Gale/Wall Street Journal) https://t.co/Kbbfdrb1Pd",[]
154,PeterGreen1966,"Chartered accountant,  stock investor, piano music enthusiast and animal lover.
Main passions in life are music, history and enjoying nature.  BBC4 obsessed!",,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
155,Chickesh,"Book lover, traveller, spinning enthusiast, swimmer, foodie",Johannesburg,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
156,dalejosephrowe,"Painter, sculptor, printer, gardner, politics GreenYes. Art work follow @DaleJRoweART",Montreuil  Paris  Edinburgh,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
157,CiaranDunbar,"Belfast Telegraph journalist. Tá an Béarla agam. I don't interact with anonymous accounts, sorry.",,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
158,RadarPlane,"Using the opensky api to track planes to and from certain countries.
Which countries should I look at? Which map projection should I use?",,"icao24: #86dc9a, callsign: #ANA8460 
Origin Country: #Japan
First Spotted in #China @ ~09:39EST
Now Spotted in #Taiwan @ ~12:59EST https://t.co/DxTrY46UVD","['86dc9a', 'ANA8460', 'Japan', 'China', 'Taiwan']"
159,topane72,Proud Lutheran ✝️🇺🇲🕎🇮🇱🕊,,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
160,etclizc,,,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
161,meNabster,"I am the Nabster, I nab the guilty who lurk in the darkness of inequity & injustice. This is a sister account to @inabster in case @Twitter bans it - #IFB #FBR","London, England","⚠️The Army of China is conducting comprehensive military exercises in response to the visit of US congressmen to Taiwan⚠️
Exercise of the amphibious mechanized brigade of the 73rd Army Group of the Eastern Zone of the PLA Combat Command to capture the coast of a conditional enemy https://t.co/F7MYRjf9VX",[]
162,LauraPh222,"BBC costs 43p a day, less than a second class stamp. We need to think carefully before we damage the BBC beyond repair. Please note I do not work for the BBC.",,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
163,JulieHu35830933,,Republic of Wales,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
164,cityofhargeisa,#Hargeisa (HGA) is the capital city of the Republic of #Somaliland. A financial hub. Estimated population of 1.6 million. Account managed by Somalilanders |,Republic of Somaliland,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
165,YukKelvin,我真係好撚鐘意香港 #milktealliance #standwithhk #followbackhk #FGO,Hong Kong,Kyiv’s successful use of internet to counter Moscow highlights Taiwan’s reliance on undersea internet cables that China could cut https://t.co/qnZunoGkrj,[]
166,ArunMehtaShow,"Presenter & Producer of The Arun Mehta Show!
Commentary on News, Entertainment, 90s nostalgia and more!
#ActuallyAutistic! #PNEFC Fan! #HeyArnold Geek!","Manchester, England","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
167,PhilMountain775,"Birder, Dad and grumpy old man!","Haxby, England","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
168,CannaMindSee420,"A fish out of water navigating these streams of consciousness.
🐉🐐5️⃣  #GG33
Please don't DM me with your dumb💩   I have plenty of my own. NO HOES BS=BLOCK!",Everywhere and Nowhere ,"1962 and 2022 both TIGER years in #ASTROLOGY 

1962
America/USSR close to war during 
CUBAN MISSILE CRISIS 

while world is distracted 
CHINA Attacks India

2022
America/Russia In a proxy war in Ukraine

WHILE THE WORLD IS DISTRACTED
CHINA IS LOOKING AT TAIWAN

HISTORY REPEATS",['ASTROLOGY']
169,marylouisepearc,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
170,Almoki2,Soi-disant polymath. Mainly cryptic. Outlier 🏴󠁧󠁢󠁷󠁬󠁳󠁿,London,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
171,IvorFried,"Language trainer - Labour Party member- HEG Ward (Brighton) - GMB member - cyclist. 
RT isn't necessarily endorsement.",,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
172,Br0nya,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
173,TArndtGer,Versatile...,Germany,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
174,ytcitraining,"Photographer:
YTCi - TA psychotherapy & training in Bucharest & Nuremberg.
A brexit exile in Germany.
Politics, climate crises, birding, photography.",Schwabach & Bucharest. ,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
175,ClaireUsher80,,Newcastle upon Tyne,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
176,EasterGammon,✝️ 🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿 British monarchist. Third  in line to the Tory irony adjacent throne,,"@Consul001 @vp20191 @John_CavaIier @ToryRebuttal @Tecladoquebrou Lol. I don’t think the DR have particularly strong anti-china credentials as I’ve seen them go into bat for the regimes authoritarian system. And let’s be honest, if China invaded Taiwan, they would be cheering on China, like every single anti-GAE dictator they can find",[]
177,Blairlodge,Self-raised. I’m into books and movies. And books about movies. And ephemera from the 70s/80s. Occasionally trying to overcome ennui.,"Glasgow, Scotland","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
178,brendanno3,,UK,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
179,OhloneTactical,"Tactical Solutions for a Dynamic World™
Also on https://t.co/qHlTS2dGCd",Las Vegas Metro  Area,"Exactly

China is insulating its economy from sanctions for when it invades Taiwan: Retired Gen. Robert Spalding https://t.co/kHJx0AEwj4",[]
180,MrM58415790,"Putin is a monster. 🇬🇧🇺🇦 Just here for info on Ukraine and not for attention, followers or retweets.",,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
181,ChariniKarma,"Pro European, for peaceful and inclusive society. Against nationalism, misogyny or any other prejudice and mistreatment of people or animals","EU, UK","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
182,Heres_Johnny2,"Only Tweet GIFs = Mute.
No DMs from new follows",,"@Buick 
@Ford 
@GM 
@Tesla 
@generalelectric 
@Philips 
@HomeDepot 
@Lowes 
@Walmart 
@WaltDisneyCo
@McDonalds
@kfc
@Nike
@OldNavy

Are you willing to shut down in China when China attacks Taiwan?

The world is too dependent on Chinese manufacturing.

Start leaving China now!!!",[]
183,SRINI_TATA,"Here to follow the updates from around the world.
RT != Endorsements.",,"Shanghai Lockdown Chinas Goodbye to Superpower Dreams Lt Gen Ravi Shankar I Aadi
https://t.co/dxLImChNik. @palepurshankar #shanghai #China #COVIDisAirborne #COVID19 #chinalockdown #ChinaExposed #Shanghai #Taiwan #HongKong https://t.co/Nr6CBZnMc8",[]
184,Sunshades25,,"Florida, USA",@Eira222 @zoohoods @pangsb @BlyzniukG @TaiwanNews886 Heard a good analogy on NPR about how china viewed hong kong and now Taiwan. They see a wonderful fish bowl but they dont like the fish in it. So china will dump out the fish bowl and fill it with fish it wants. Thus Taiwan would be just like Hong Kong.,[]
185,InaudibleMum,"Wife. Mother. List Maker. Fricking furious about Brexit and my shameful country. Retired from the book trade. Loves cookin', cleanin', washin' and irony.","Now Kent, ever Europe","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
186,linkesworld,VVVVVVVVVV 🦅🦅🦅we are against Nazi! We are against who wants destroy human freedom!!⚖️⚖️⚖️ Prinzehttp://lobstr.coRlIOn,,Skepticism on #squawkbox this morning. What do you think? #warwithoutrules https://t.co/EWf0RdeK5W,"['squawkbox', 'warwithoutrules']"
187,bluesdontcare,台湾出身のあかねです。,"Taipei, TAIWAN","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
188,NickiSanta1970,Not represented by any political party or religion. Closest to #Socialist. #Believer closest to #Spiritist. I'm #MentallyVisible with #Aspergers & #Bipolar .,Plague Island,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
189,Marian__Kennedy,Writes fiction. An international lawyer. Reviews dance and theatre for @londontheatre1,"London, UK","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
190,maura_fionn,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
191,CE87536254,🇷🇴🇨🇦🇨🇴,"Craiova, România",@JustinTrudeau Hahahha ... you're delusional habibi ... Wondering what type of action you'll take when China will invade Taiwan ... 😂🤣!,[]
192,stayawayjoe77,Hate injustice & cruelty to people & animals. Not a fan of Tories. Citizen of Europe and Wales 🇪🇺🏴󠁧󠁢󠁷󠁬󠁳󠁿,United Kingdom,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
193,jl35wilsonMD,Interventional Cardiologist @Monument Heart & Vascular Institute. Strong believer in doing it right the 1st time #IVUS#OCT. GSD = Superior Breed.,"Rapid City, SD",@cardiojaydoc02 @HeartOTXHeartMD @duanepinto They bowed to China like always. #Taiwan,['Taiwan']
194,adrianmahon8,Special? Needs Teacher. Being difficult is probably genetic.,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
195,emmmtrader,"For me, TRADING is EASY, because ...
... I came from the future ...  :)

-----------------
My thoughts and opinions are not financial advice.
-----------------",Planet Earth,"@PerAhlberg1 @EdwardJamal6 @JorgSteiper @olgatokariuk No matter what you think about Taiwan...
What matters is what China thinks about it... 
And China wants Taiwan... 🙂",[]
196,AmeliaAber,"Aberystwyth, llyfrau/ books, 🎶🎼, tynnu lluniau/ taking photos, gwau/knitting, gwleidyddiaeth/politics =fy myd /centre of my universe. AD llawer / RT a lot.💙",Gweriniaeth Cymru,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
197,carthografo,,Catalunya,"4/ More important, China increasingly believes that even though China wants to avoid conflict, the US is becoming more desperate to undermine China by playing the Taiwan card. US efforts to strengthen ties with Taiwan are viewed as indisputable evidence of US strategic hostility.",[]
198,LiangPupu,🐕🎡🎠🍵🌻🌈🌌🦄,"Frankfurt am Main, Deutschland","Russia's Ukraine invasion has revived fears in Taiwan and other countries over their internet connections, delivered via undersea cables, should China attack (Alastair Gale/Wall Street Journal) https://t.co/U0ioRiGfWc",[]
199,SethApex,"Reactionary Absolutist Catholic Yautja hunting anti-white xenomorphs | 
#SuperStraight
#ShallNotBeInfringed #ShallNotPrevailAgainstIt #ProGoy #AntiSoy ⛪️🙋🏼‍♂️",North of the Wall,"@tiffin1963 Ukraine will play out like Russia wants it to. Taiwan is both more defensible due to there being water between them and China, and a greater strategic interest to us, due to it's semiconductor industry.",[]
200,AndrewOnSeeAIR,"Asperger's. Aspiring (screen)writer. #DoctorWho fan, @TheDWCom contributor. Liberal. #MAGAts will be blocked! #Vaccinated #WearAMask #StandWithUkraine","Ealing, London","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
201,ZazaLogik,alien👽,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
202,NigelBig,"Photographer and Computer Person.
Proud Nottinghamian, Greater Nottinghamian, East Midlander.","Nottingham, UK","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
203,thetechtab,,,"Russia's Ukraine invasion has revived fears in Taiwan and other countries over their internet connections, delivered via undersea cables, should China attack (Alastair Gale/Wall Street Journal): Alastair Gale / Wall Street Journal: Russia’s Ukraine… https://t.co/zGQ2yX4vMc https://t.co/XXMUqgqA1P",[]
204,RickJon78125320,Archaeologist. Liverpudlian. AntiFascist. AntiTory🇺🇦🇺🇦🇮🇪 #StandWithUkraine #JohnsonOut,"Halifax, England","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
205,LindaPe65733897,"Like common sense, straight talking & good manners.",,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
206,AidanHynes5,"Teacher.  Writer.  Musician.  Good Vibes (mostly)                                                                   
RT not an endorsement.",Ireland ,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
207,2015Jmr,20 😎 Ahmadi Muslim 🕊️ @UKLabour 🌹 PPE @KingsCollegeLon📚 Work with @MyTutor🧑‍🎓 Follow for fun and thoughtful tweets 🤔 Respectful to those I disagree with.,"London, UK","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
208,davegantly,Research. Ex newspapers (and some psych). Likes radio. Looking for health journos/communicators for a project. DM me if you are one.  Webs below=favs. He/Him,"Dublin, Ireland.","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
209,kennycoffee,"A HKer, never forget ...
Fight for Freedom, Stand with HK. 
Save Mynamar.
Stand with Thailander... 
Milk Tea Aliance.",Hong Kong,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
210,cl721831,"Cantonese with a pinyin surname🤔Fragile heart...please handle with care!😷 Also: 吾信, 吾知, 吾識, 睇吾到, 吾關事🤦‍♂️RIP Mr Chow, justice will come soon!",United Kingdom,"@crh2a666 @shenjiang1984 @Jiyan98280742 @zlj517 Yes I know in 1991 when Jiang confirmed it’s Russian territory. Treaty was then renewed in 00s. The latest renewal was 2021. But it’s just a bit of a joke China claims Diaoyu, Taiwan, HK, Macao all taken away due to imperialism and colonialism and yet no guts to face Russia…",[]
211,rabrant,"Pro European, rejoin EU. Husband, dog owner, small business owner, self employed. Part time carer for mother with dementia and Alzheimer’s","South East, England","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
212,andwe0203,望你平安 台灣，望你順遂 台灣,,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
213,RWeatherhead,"Liberal, left leaning humanist & grandad. Ex-Brummie & long time resident in Greater Manchester & the Pennines.",N 53°0' 0'' / W 0°25' 0'',"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
214,William43625744,"Observer, Pro-EU, Brit, European. LFC. Skiing.",UK,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
